rownum,emoji,grp_subgrp,desc,person_animal_other,anthro_type,gender,skin_tone,shape_type,shape_color,direction,sentiment_smileys_binary,cldr short name,codepoint,status,group,subgroup,char_len,version
1724,🧝🏻‍♀,People & Body_person-fantasy,anthropomorphic,person,role,female,light,,,,,woman elf: light skin tone,1F9DD 1F3FB 200D 2640,minimally-qualified,People & Body,person-fantasy,4,E5.0
1725,🧝🏼‍♀️,People & Body_person-fantasy,anthropomorphic,person,role,female,medium-light,,,,,woman elf: medium-light skin tone,1F9DD 1F3FC 200D 2640 FE0F,fully-qualified,People & Body,person-fantasy,5,E5.0
1726,🧝🏼‍♀,People & Body_person-fantasy,anthropomorphic,person,role,female,medium-light,,,,,woman elf: medium-light skin tone,1F9DD 1F3FC 200D 2640,minimally-qualified,People & Body,person-fantasy,4,E5.0
1727,🧝🏽‍♀️,People & Body_person-fantasy,anthropomorphic,person,role,female,medium,,,,,woman elf: medium skin tone,1F9DD 1F3FD 200D 2640 FE0F,fully-qualified,People & Body,person-fantasy,5,E5.0
1728,🧝🏽‍♀,People & Body_person-fantasy,anthropomorphic,person,role,female,medium,,,,,woman elf: medium skin tone,1F9DD 1F3FD 200D 2640,minimally-qualified,People & Body,person-fantasy,4,E5.0
1729,🧝🏾‍♀️,People & Body_person-fantasy,anthropomorphic,person,role,female,medium-dark,,,,,woman elf: medium-dark skin tone,1F9DD 1F3FE 200D 2640 FE0F,fully-qualified,People & Body,person-fantasy,5,E5.0
1730,🧝🏾‍♀,People & Body_person-fantasy,anthropomorphic,person,role,female,medium-dark,,,,,woman elf: medium-dark skin tone,1F9DD 1F3FE 200D 2640,minimally-qualified,People & Body,person-fantasy,4,E5.0
1731,🧝🏿‍♀️,People & Body_person-fantasy,anthropomorphic,person,role,female,dark,,,,,woman elf: dark skin tone,1F9DD 1F3FF 200D 2640 FE0F,fully-qualified,People & Body,person-fantasy,5,E5.0
1732,🧝🏿‍♀,People & Body_person-fantasy,anthropomorphic,person,role,female,dark,,,,,woman elf: dark skin tone,1F9DD 1F3FF 200D 2640,minimally-qualified,People & Body,person-fantasy,4,E5.0
1733,🧞,People & Body_person-fantasy,anthropomorphic,person,role,person,,,,,,genie,1F9DE,fully-qualified,People & Body,person-fantasy,1,E5.0
1734,🧞‍♂️,People & Body_person-fantasy,anthropomorphic,person,role,male,,,,,,man genie,1F9DE 200D 2642 FE0F,fully-qualified,People & Body,person-fantasy,4,E5.0
1735,🧞‍♂,People & Body_person-fantasy,anthropomorphic,person,role,male,,,,,,man genie,1F9DE 200D 2642,minimally-qualified,People & Body,person-fantasy,3,E5.0
1736,🧞‍♀️,People & Body_person-fantasy,anthropomorphic,person,role,female,,,,,,woman genie,1F9DE 200D 2640 FE0F,fully-qualified,People & Body,person-fantasy,4,E5.0
1737,🧞‍♀,People & Body_person-fantasy,anthropomorphic,person,role,female,,,,,,woman genie,1F9DE 200D 2640,minimally-qualified,People & Body,person-fantasy,3,E5.0
1738,🧟,People & Body_person-fantasy,anthropomorphic,person,role,person,,,,,,zombie,1F9DF,fully-qualified,People & Body,person-fantasy,1,E5.0
1739,🧟‍♂️,People & Body_person-fantasy,anthropomorphic,person,role,male,,,,,,man zombie,1F9DF 200D 2642 FE0F,fully-qualified,People & Body,person-fantasy,4,E5.0
1740,🧟‍♂,People & Body_person-fantasy,anthropomorphic,person,role,male,,,,,,man zombie,1F9DF 200D 2642,minimally-qualified,People & Body,person-fantasy,3,E5.0
1741,🧟‍♀️,People & Body_person-fantasy,anthropomorphic,person,role,female,,,,,,woman zombie,1F9DF 200D 2640 FE0F,fully-qualified,People & Body,person-fantasy,4,E5.0
1742,🧟‍♀,People & Body_person-fantasy,anthropomorphic,person,role,female,,,,,,woman zombie,1F9DF 200D 2640,minimally-qualified,People & Body,person-fantasy,3,E5.0
1743,💆,People & Body_person-activity,anthropomorphic,person,activity,person,neutral,,,,,person getting massage,1F486,fully-qualified,People & Body,person-activity,1,E0.6
1744,💆🏻,People & Body_person-activity,anthropomorphic,person,activity,person,light,,,,,person getting massage: light skin tone,1F486 1F3FB,fully-qualified,People & Body,person-activity,2,E1.0
1745,💆🏼,People & Body_person-activity,anthropomorphic,person,activity,person,medium-light,,,,,person getting massage: medium-light skin tone,1F486 1F3FC,fully-qualified,People & Body,person-activity,2,E1.0
1746,💆🏽,People & Body_person-activity,anthropomorphic,person,activity,person,medium,,,,,person getting massage: medium skin tone,1F486 1F3FD,fully-qualified,People & Body,person-activity,2,E1.0
1747,💆🏾,People & Body_person-activity,anthropomorphic,person,activity,person,medium-dark,,,,,person getting massage: medium-dark skin tone,1F486 1F3FE,fully-qualified,People & Body,person-activity,2,E1.0
1748,💆🏿,People & Body_person-activity,anthropomorphic,person,activity,person,dark,,,,,person getting massage: dark skin tone,1F486 1F3FF,fully-qualified,People & Body,person-activity,2,E1.0
1749,💆‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,neutral,,,,,man getting massage,1F486 200D 2642 FE0F,fully-qualified,People & Body,person-activity,4,E4.0
1750,💆‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,neutral,,,,,man getting massage,1F486 200D 2642,minimally-qualified,People & Body,person-activity,3,E4.0
1751,💆🏻‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,light,,,,,man getting massage: light skin tone,1F486 1F3FB 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1752,💆🏻‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,light,,,,,man getting massage: light skin tone,1F486 1F3FB 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1753,💆🏼‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,medium-light,,,,,man getting massage: medium-light skin tone,1F486 1F3FC 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1754,💆🏼‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,medium-light,,,,,man getting massage: medium-light skin tone,1F486 1F3FC 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1755,💆🏽‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,medium,,,,,man getting massage: medium skin tone,1F486 1F3FD 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1756,💆🏽‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,medium,,,,,man getting massage: medium skin tone,1F486 1F3FD 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1757,💆🏾‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,medium-dark,,,,,man getting massage: medium-dark skin tone,1F486 1F3FE 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1758,💆🏾‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,medium-dark,,,,,man getting massage: medium-dark skin tone,1F486 1F3FE 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1759,💆🏿‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,dark,,,,,man getting massage: dark skin tone,1F486 1F3FF 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1760,💆🏿‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,dark,,,,,man getting massage: dark skin tone,1F486 1F3FF 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1761,💆‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,neutral,,,,,woman getting massage,1F486 200D 2640 FE0F,fully-qualified,People & Body,person-activity,4,E4.0
1762,💆‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,neutral,,,,,woman getting massage,1F486 200D 2640,minimally-qualified,People & Body,person-activity,3,E4.0
1763,💆🏻‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,light,,,,,woman getting massage: light skin tone,1F486 1F3FB 200D 2640 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1764,💆🏻‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,light,,,,,woman getting massage: light skin tone,1F486 1F3FB 200D 2640,minimally-qualified,People & Body,person-activity,4,E4.0
1765,💆🏼‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,medium-light,,,,,woman getting massage: medium-light skin tone,1F486 1F3FC 200D 2640 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1766,💆🏼‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,medium-light,,,,,woman getting massage: medium-light skin tone,1F486 1F3FC 200D 2640,minimally-qualified,People & Body,person-activity,4,E4.0
1767,💆🏽‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,medium,,,,,woman getting massage: medium skin tone,1F486 1F3FD 200D 2640 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1768,💆🏽‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,medium,,,,,woman getting massage: medium skin tone,1F486 1F3FD 200D 2640,minimally-qualified,People & Body,person-activity,4,E4.0
1769,💆🏾‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,medium-dark,,,,,woman getting massage: medium-dark skin tone,1F486 1F3FE 200D 2640 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1770,💆🏾‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,medium-dark,,,,,woman getting massage: medium-dark skin tone,1F486 1F3FE 200D 2640,minimally-qualified,People & Body,person-activity,4,E4.0
1771,💆🏿‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,dark,,,,,woman getting massage: dark skin tone,1F486 1F3FF 200D 2640 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1772,💆🏿‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,dark,,,,,woman getting massage: dark skin tone,1F486 1F3FF 200D 2640,minimally-qualified,People & Body,person-activity,4,E4.0
1773,💇,People & Body_person-activity,anthropomorphic,person,activity,person,neutral,,,,,person getting haircut,1F487,fully-qualified,People & Body,person-activity,1,E0.6
1774,💇🏻,People & Body_person-activity,anthropomorphic,person,activity,person,light,,,,,person getting haircut: light skin tone,1F487 1F3FB,fully-qualified,People & Body,person-activity,2,E1.0
1775,💇🏼,People & Body_person-activity,anthropomorphic,person,activity,person,medium-light,,,,,person getting haircut: medium-light skin tone,1F487 1F3FC,fully-qualified,People & Body,person-activity,2,E1.0
1776,💇🏽,People & Body_person-activity,anthropomorphic,person,activity,person,medium,,,,,person getting haircut: medium skin tone,1F487 1F3FD,fully-qualified,People & Body,person-activity,2,E1.0
1777,💇🏾,People & Body_person-activity,anthropomorphic,person,activity,person,medium-dark,,,,,person getting haircut: medium-dark skin tone,1F487 1F3FE,fully-qualified,People & Body,person-activity,2,E1.0
1778,💇🏿,People & Body_person-activity,anthropomorphic,person,activity,person,dark,,,,,person getting haircut: dark skin tone,1F487 1F3FF,fully-qualified,People & Body,person-activity,2,E1.0
1779,💇‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,neutral,,,,,man getting haircut,1F487 200D 2642 FE0F,fully-qualified,People & Body,person-activity,4,E4.0
1780,💇‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,neutral,,,,,man getting haircut,1F487 200D 2642,minimally-qualified,People & Body,person-activity,3,E4.0
1781,💇🏻‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,light,,,,,man getting haircut: light skin tone,1F487 1F3FB 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1782,💇🏻‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,light,,,,,man getting haircut: light skin tone,1F487 1F3FB 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1783,💇🏼‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,medium-light,,,,,man getting haircut: medium-light skin tone,1F487 1F3FC 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1784,💇🏼‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,medium-light,,,,,man getting haircut: medium-light skin tone,1F487 1F3FC 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1785,💇🏽‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,medium,,,,,man getting haircut: medium skin tone,1F487 1F3FD 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1786,💇🏽‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,medium,,,,,man getting haircut: medium skin tone,1F487 1F3FD 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1787,💇🏾‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,medium-dark,,,,,man getting haircut: medium-dark skin tone,1F487 1F3FE 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1788,💇🏾‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,medium-dark,,,,,man getting haircut: medium-dark skin tone,1F487 1F3FE 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1789,💇🏿‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,dark,,,,,man getting haircut: dark skin tone,1F487 1F3FF 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1790,💇🏿‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,dark,,,,,man getting haircut: dark skin tone,1F487 1F3FF 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1791,💇‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,neutral,,,,,woman getting haircut,1F487 200D 2640 FE0F,fully-qualified,People & Body,person-activity,4,E4.0
1792,💇‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,neutral,,,,,woman getting haircut,1F487 200D 2640,minimally-qualified,People & Body,person-activity,3,E4.0
1793,💇🏻‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,light,,,,,woman getting haircut: light skin tone,1F487 1F3FB 200D 2640 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1794,💇🏻‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,light,,,,,woman getting haircut: light skin tone,1F487 1F3FB 200D 2640,minimally-qualified,People & Body,person-activity,4,E4.0
1795,💇🏼‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,medium-light,,,,,woman getting haircut: medium-light skin tone,1F487 1F3FC 200D 2640 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1796,💇🏼‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,medium-light,,,,,woman getting haircut: medium-light skin tone,1F487 1F3FC 200D 2640,minimally-qualified,People & Body,person-activity,4,E4.0
1797,💇🏽‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,medium,,,,,woman getting haircut: medium skin tone,1F487 1F3FD 200D 2640 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1798,💇🏽‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,medium,,,,,woman getting haircut: medium skin tone,1F487 1F3FD 200D 2640,minimally-qualified,People & Body,person-activity,4,E4.0
1799,💇🏾‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,medium-dark,,,,,woman getting haircut: medium-dark skin tone,1F487 1F3FE 200D 2640 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1800,💇🏾‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,medium-dark,,,,,woman getting haircut: medium-dark skin tone,1F487 1F3FE 200D 2640,minimally-qualified,People & Body,person-activity,4,E4.0
1801,💇🏿‍♀️,People & Body_person-activity,anthropomorphic,person,activity,female,dark,,,,,woman getting haircut: dark skin tone,1F487 1F3FF 200D 2640 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1802,💇🏿‍♀,People & Body_person-activity,anthropomorphic,person,activity,female,dark,,,,,woman getting haircut: dark skin tone,1F487 1F3FF 200D 2640,minimally-qualified,People & Body,person-activity,4,E4.0
1803,🚶,People & Body_person-activity,anthropomorphic,person,activity,person,neutral,,,,,person walking,1F6B6,fully-qualified,People & Body,person-activity,1,E0.6
1804,🚶🏻,People & Body_person-activity,anthropomorphic,person,activity,person,light,,,,,person walking: light skin tone,1F6B6 1F3FB,fully-qualified,People & Body,person-activity,2,E1.0
1805,🚶🏼,People & Body_person-activity,anthropomorphic,person,activity,person,medium-light,,,,,person walking: medium-light skin tone,1F6B6 1F3FC,fully-qualified,People & Body,person-activity,2,E1.0
1806,🚶🏽,People & Body_person-activity,anthropomorphic,person,activity,person,medium,,,,,person walking: medium skin tone,1F6B6 1F3FD,fully-qualified,People & Body,person-activity,2,E1.0
1807,🚶🏾,People & Body_person-activity,anthropomorphic,person,activity,person,medium-dark,,,,,person walking: medium-dark skin tone,1F6B6 1F3FE,fully-qualified,People & Body,person-activity,2,E1.0
1808,🚶🏿,People & Body_person-activity,anthropomorphic,person,activity,person,dark,,,,,person walking: dark skin tone,1F6B6 1F3FF,fully-qualified,People & Body,person-activity,2,E1.0
1809,🚶‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,neutral,,,,,man walking,1F6B6 200D 2642 FE0F,fully-qualified,People & Body,person-activity,4,E4.0
1810,🚶‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,neutral,,,,,man walking,1F6B6 200D 2642,minimally-qualified,People & Body,person-activity,3,E4.0
1811,🚶🏻‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,light,,,,,man walking: light skin tone,1F6B6 1F3FB 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
1812,🚶🏻‍♂,People & Body_person-activity,anthropomorphic,person,activity,male,light,,,,,man walking: light skin tone,1F6B6 1F3FB 200D 2642,minimally-qualified,People & Body,person-activity,4,E4.0
1813,🚶🏼‍♂️,People & Body_person-activity,anthropomorphic,person,activity,male,medium-light,,,,,man walking: medium-light skin tone,1F6B6 1F3FC 200D 2642 FE0F,fully-qualified,People & Body,person-activity,5,E4.0
